area,address,street_in_front_of_house,width,height,floor_number,bedroom_number,bathroom_number,direction,law,price,room_density,bath_per_bed,wide_ratio,distance_center
55,Phường Tương Mai,3,13.8,4,4,4,3,Không xác định,1,11.5,0.072727273,0.6,3.45,4.330345452
64,Phường Lĩnh Nam,3,16,4,7,12,12,Không xác định,1,18.9,0.1875,0.923076923,4,7.215801338
50,Phường Tương Mai,3,10,5,7,9,9,Không xác định,1,13.5,0.18,0.9,2,4.330345452
75,Phường Vĩnh Tuy,6,15,5,4,6,3,Không xác định,1,21.3,0.08,0.428571429,3,3.782375797
51,Phường Bạch Mai,4,17,3,5,6,4,Không xác định,1,13.2,0.117647059,0.571428571,5.666666667,3.189375782
35,Phường Kiến Hưng,2,11.6,3,4,4,4,Không xác định,1,6.35,0.114285714,0.8,3.866666667,11.10295781
35,Phường Kiến Hưng,3,8.5,4,4,4,4,Không xác định,1,4.85,0.114285714,0.8,2.125,11.10295781
35,Phường Kiến Hưng,4,8.5,4,5,4,3,Không xác định,1,8,0.114285714,0.6,2.125,11.10295781
34.6,Xã Bình Minh,2,11.6,3,4,4,4,Không xác định,1,4.75,0.115606936,0.8,3.866666667,16.98455559
25,Phường Hoàng Mai,6,6.25,4,5,3,4,Không xác định,1,8.5,0.12,1,1.5625,6.038338756
46,Phường Cầu Diễn,4.5,7,8.4,4,3,4,Không xác định,1,11.3,0.065217391,1,0.833333333,9.420842148
175,Phường Việt Hưng,8,9,19,3,4,2,Tây - Bắc,1,46,0.022857143,0.4,0.473684211,6.687580578
110,Phường Việt Hưng,15,6,18,6,4,4,Tây - Bắc,1,33,0.036363636,0.8,0.333333333,6.687580578
40,Phường Tương Mai,4,8,5,5,4,4,Không xác định,1,9.9,0.1,0.8,1.6,4.330345452
32,Phường Nghĩa Đô,4,8,4,5,5,4,Bắc,1,9.86,0.15625,0.666666667,2,6.283822574
40,Phường Hai Bà Trưng,4,8,5,5,4,4,Đông,1,7.45,0.1,0.8,1.6,1.738125091
34,Phường Từ Liêm,3,8,4.2,5,3,3,Không xác định,1,5.6,0.088235294,0.75,1.904761905,8.565436306
50,Phường Yên Sở,5,12,4,5,6,4,Nam,1,10.2,0.12,0.571428571,3,7.3259762
44,Phường Hoàng Liệt,5,11,4,5,4,4,Đông,1,9,0.090909091,0.8,2.75,7.585956716
70,Phường Vĩnh Hưng,4,14,5,5,5,4,Nam,1,7.5,0.071428571,0.666666667,2.8,5.29206257
40,Phường Hoàng Liệt,4,10,4,6,4,4,Đông,1,8.9,0.1,0.8,2.5,7.585956716
48,Phường Yên Sở,4,2,4,4,4,3,Đông,1,9.5,0.083333333,0.6,0.5,7.3259762
48,Phường Hoàng Liệt,3,12,4,6,4,4,Đông,1,9.2,0.083333333,0.8,3,7.585956716
88,Phường Yên Sở,8,11,8,9,2,2,Đông - Bắc,1,5.15,0.022727273,0.666666667,1.375,7.3259762
56,Phường Vĩnh Hưng,4,14,4,5,4,4,Nam,1,9.6,0.071428571,0.8,3.5,5.29206257
90,Phường Hoàng Liệt,4,18,5,7,23,23,Đông,1,19.8,0.255555556,0.958333333,3.6,7.585956716
48,Phường Hoàng Liệt,5,7,7,4,3,3,Đông,1,6.2,0.0625,0.75,1,7.585956716
30,Phường Hoàng Liệt,4,8,4,5,3,3,Đông,1,4.5,0.1,0.75,2,7.585956716
44,Phường Hoàng Liệt,3,12,4,4,4,3,Bắc,1,7.5,0.090909091,0.6,3,7.585956716
33,Phường Yên Sở,3,9,4,5,3,4,Đông,1,5.85,0.090909091,1,2.25,7.3259762
41,Phường Hoàng Liệt,3,11,4,4,3,3,Đông - Nam,1,5.5,0.073170732,0.75,2.75,7.585956716
33,Phường Hoàng Liệt,3,11,35,5,3,3,Nam,1,6.99,0.090909091,0.75,0.314285714,7.585956716
75,Phường Hoàng Liệt,4,8,9,9,3,2,Tây,1,4.35,0.04,0.5,0.888888889,7.585956716
40,Phường Hoàng Liệt,3,8,5,5,5,4,Nam,1,7,0.125,0.666666667,1.6,7.585956716
81,Phường Hoàng Liệt,8,9,9,5,3,2,Đông,1,3.75,0.037037037,0.5,1,7.585956716
45,Phường Yên Sở,4,4,1,4,4,3,Đông,1,8.1,0.088888889,0.6,4,7.3259762
35,Phường Hoàng Liệt,3,9,1,5,5,3,Tây - Nam,1,6.35,0.142857143,0.5,9,7.585956716
75,Phường Hoàng Liệt,6,8.3,9,5,3,2,Tây - Nam,1,3.75,0.04,0.5,0.922222222,7.585956716
30,Phường Vĩnh Hưng,4,9,35,4,3,2,Tây,1,5.65,0.1,0.5,0.257142857,5.29206257
55,Phường Định Công,3,15,35,5,3,3,Bắc,1,8.3,0.054545455,0.75,0.428571429,6.375509361
65,Phường Hoàng Liệt,8,8,9,7,2,1,Đông,1,3.3,0.030769231,0.333333333,0.888888889,7.585956716
40,Phường Hoàng Liệt,3,10,4,5,6,4,Nam,1,5.4,0.15,0.571428571,2.5,7.585956716
27,Phường Vĩnh Hưng,0,7,4,5,3,3,Nam,1,4.3,0.111111111,0.75,1.75,5.29206257
46,Phường Hoàng Liệt,4,13,4,5,6,6,Đông,1,0,0.130434783,0.857142857,3.25,7.585956716
46,Phường Hoàng Liệt,4,13,4,4,5,3,Tây - Nam,1,7.95,0.108695652,0.5,3.25,7.585956716
53,Phường Hoàng Liệt,4,15,4,4,4,3,Đông,1,6.95,0.075471698,0.6,3.75,7.585956716
50,Phường Thanh Xuân,3,15,4,5,6,4,Nam,1,8.1,0.12,0.571428571,3.75,5.952274522
66,Phường Hoàng Liệt,4,13,4,4,4,3,Đông - Nam,1,10.2,0.060606061,0.6,3.25,7.585956716
40,Phường Định Công,3,14,4,5,6,4,Tây - Nam,1,6.95,0.15,0.571428571,3.5,6.375509361
35,Phường Hoàng Liệt,3,10,35,5,3,3,Đông - Bắc,1,5.65,0.085714286,0.75,0.285714286,7.585956716
38,Phường Hoàng Liệt,3,13,4,4,3,3,Đông - Bắc,1,7.6,0.078947368,0.75,3.25,7.585956716
49,Phường Hoàng Liệt,3,14,4,7,4,5,Đông,1,9.9,0.081632653,1,3.5,7.585956716
65,Phường Hoàng Liệt,3,13,5,5,5,4,Đông - Nam,1,5.75,0.076923077,0.666666667,2.6,7.585956716
45,Phường Hoàng Liệt,3,13,4,5,4,3,Đông - Bắc,1,9.8,0.088888889,0.6,3.25,7.585956716
40,Phường Vĩnh Hưng,4,14,4,4,4,3,Đông,1,5.6,0.1,0.6,3.5,5.29206257
40,Phường Hoàng Liệt,3,14,4,6,6,6,Nam,1,7.79,0.15,0.857142857,3.5,7.585956716
40,Phường Vĩnh Hưng,5,8,5,5,4,4,Tây - Bắc,1,6.7,0.1,0.8,1.6,5.29206257
48,Phường Hoàng Liệt,0,12,4,5,4,4,Tây - Nam,1,7.95,0.083333333,0.8,3,7.585956716
40,Phường Hoàng Liệt,5,15,4,5,4,4,Tây,1,9.3,0.1,0.8,3.75,7.585956716
46,Phường Định Công,4,14,4,6,6,4,Đông,1,6.35,0.130434783,0.571428571,3.5,6.375509361
35,Phường Hoàng Liệt,4,14,4,5,4,3,Nam,1,6.7,0.114285714,0.6,3.5,7.585956716
42,Phường Khương Mai,5,13,4,5,5,3,Tây - Nam,1,10.9,0.119047619,0.5,3.25,4.377066188
41,Phường Hoàng Liệt,4,10,4,5,4,3,Đông,1,7.98,0.097560976,0.6,2.5,7.585956716
32,Phường Định Công,3,8,4,5,3,3,Đông,1,5.6,0.09375,0.75,2,6.375509361
40,Phường Vĩnh Hưng,3,10,4,4,4,3,Đông,1,6.9,0.1,0.6,2.5,5.29206257
38,Phường Thanh Xuân Nam,3,11,4,4,4,3,Đông - Nam,1,5.6,0.105263158,0.6,2.75,7.08768436
36,Phường Hoàng Liệt,3,9,5,5,3,4,Đông,1,6.1,0.083333333,1,1.8,7.585956716
46,Phường Thanh Xuân Nam,3,11,4,5,3,4,Đông,1,9.3,0.065217391,1,2.75,7.08768436
40,Phường Hoàng Liệt,4,12,4,4,3,3,Đông,1,6.5,0.075,0.75,3,7.585956716
55,Phường Thanh Xuân,3,7,8,5,11,5,Tây - Bắc,1,8.8,0.2,0.416666667,0.875,5.952274522
46,Phường Thanh Xuân Nam,3,12,4,4,5,4,Nam,1,7.85,0.108695652,0.666666667,3,7.08768436
40,Phường Hoàng Liệt,1,10,4,1,1,1,Đông,1,6.45,0.025,0.5,2.5,7.585956716
36,Phường Hoàng Liệt,4,1,4,5,6,4,Đông,1,8.3,0.166666667,0.571428571,0.25,7.585956716
40,Phường Vĩnh Hưng,4,10,4,5,3,3,Tây - Bắc,1,10.8,0.075,0.75,2.5,5.29206257
38,Phường Hoàng Liệt,4,12,4,4,4,3,Đông,1,7.35,0.105263158,0.6,3,7.585956716
56,Phường Định Công,4,16,4,5,4,4,Đông,1,9.7,0.071428571,0.8,4,6.375509361
56,Phường Thượng Đình,4,9,6,4,3,2,Đông,1,11.2,0.053571429,0.5,1.5,4.985784111
45,Phường Định Công,4,11,4,4,4,3,Đông,1,7.95,0.088888889,0.6,2.75,6.375509361
35,Phường Hoàng Liệt,4,9,4,4,4,3,Đông,1,5.6,0.114285714,0.6,2.25,7.585956716
54,Phường Khương Mai,4,10,5,4,3,3,Đông,1,7.5,0.055555556,0.75,2,4.377066188
50,Phường Hoàng Liệt,3,14,4,5,7,4,Đông,1,7.9,0.14,0.5,3.5,7.585956716
48,Phường Thanh Xuân Bắc,4,14,4,5,3,3,Đông - Nam,1,7.5,0.0625,0.75,3.5,6.758470918
45,Phường Hoàng Liệt,6,10,5,6,4,4,Nam,1,8.85,0.088888889,0.8,2,7.585956716
48,Phường Hoàng Liệt,5,12,4,5,4,3,Bắc,1,7.9,0.083333333,0.6,3,7.585956716
50,Phường Hoàng Liệt,4,14,4,5,4,4,Đông,1,7.85,0.08,0.8,3.5,7.585956716
50,Phường Vĩnh Hưng,6,12,4,5,4,3,Đông - Nam,1,8.8,0.08,0.6,3,5.29206257
40,Phường Thượng Đình,4,9,5,5,4,3,Tây,1,6.85,0.1,0.6,1.8,4.985784111
40,Phường Hoàng Liệt,3,11,4,5,4,3,Tây,1,6.5,0.1,0.6,2.75,7.585956716
59,Phường Hoàng Liệt,4,12,5,5,4,4,Đông,1,7.9,0.06779661,0.8,2.4,7.585956716
44,Phường Định Công,4,9,6,5,5,4,Đông,1,6.1,0.113636364,0.666666667,1.5,6.375509361
39,Phường Vĩnh Hưng,4,10,4,6,5,4,Đông,1,0,0.128205128,0.666666667,2.5,5.29206257
38,Phường Hoàng Liệt,4,9,4,5,4,4,Tây,1,6.99,0.105263158,0.8,2.25,7.585956716
45,Phường Thanh Xuân Trung,4,11,4,6,5,5,Đông - Nam,1,9.9,0.111111111,0.833333333,2.75,6.192889062
47,Phường Hoàng Liệt,3,11,4,6,5,4,Tây - Nam,0,7.55,0.106382979,0.666666667,2.75,7.585956716
44,Phường Hoàng Liệt,10,11,4,3,4,3,Đông,1,5.8,0.090909091,0.6,2.75,7.585956716
45,Phường Thanh Xuân Trung,5,11,4,5,3,3,Đông,1,7.6,0.066666667,0.75,2.75,6.192889062
36,Phường Hoàng Liệt,3,9,4,4,4,3,Đông,1,5.8,0.111111111,0.6,2.25,7.585956716
39,Phường Định Công,5,10,4,5,4,4,Đông,1,6.6,0.102564103,0.8,2.5,6.375509361
42,Phường Thượng Đình,6,12,4,5,4,4,Tây,1,10.9,0.095238095,0.8,3,4.985784111
44,Phường Hoàng Liệt,4,11,4,4,4,4,Tây - Nam,1,7.9,0.090909091,0.8,2.75,7.585956716
44,Phường Định Công,5,7,6.3,5,4,4,Đông - Nam,1,10.2,0.090909091,0.8,1.111111111,6.375509361
55,Phường Định Công,4,15,4,4,4,3,Đông - Nam,1,8.4,0.072727273,0.6,3.75,6.375509361
45,Phường Hoàng Liệt,5,11,4,5,9,5,Tây - Bắc,1,8.6,0.2,0.5,2.75,7.585956716
56,Phường Hoàng Liệt,4,14,4,5,9,9,Bắc,1,12.5,0.160714286,0.9,3.5,7.585956716
50,Phường Hoàng Liệt,0,13,4,9,9,9,Bắc,1,16,0.18,0.9,3.25,7.585956716
48,Phường Thanh Xuân Trung,4,12,4,4,4,3,Đông,1,7.8,0.083333333,0.6,3,6.192889062
65,Phường Vĩnh Hưng,4,16,4,5,4,4,Tây,1,12,0.061538462,0.8,4,5.29206257
35,Phường Hoàng Mai,3,7,5,5,3,3,Đông,1,6.9,0.085714286,0.75,1.4,6.038338756
40,Phường Hoàng Liệt,3,10,4,5,3,3,Đông,1,8.9,0.075,0.75,2.5,7.585956716
30,Phường Hoàng Mai,3,9,4,4,3,3,Bắc,1,4.7,0.1,0.75,2.25,6.038338756
30,Phường Hoàng Liệt,4,8,4,4,3,3,Đông - Bắc,1,5.9,0.1,0.75,2,7.585956716
40,Phường Vĩnh Hưng,4,10,4,4,3,3,Nam,1,7.7,0.075,0.75,2.5,5.29206257
38,Phường Hoàng Liệt,4,9,4,4,5,3,Bắc,1,6.98,0.131578947,0.5,2.25,7.585956716
44,Phường Hoàng Mai,4,11,4,5,3,3,Đông,1,6.7,0.068181818,0.75,2.75,6.038338756
40,Phường Hoàng Liệt,4,10,4,5,6,4,Đông,1,6.4,0.15,0.571428571,2.5,7.585956716
40,Phường Thanh Xuân Bắc,3,10,4,5,3,3,Tây - Bắc,1,5.1,0.075,0.75,2.5,6.758470918
44,Phường Hoàng Liệt,4,11,4,4,4,4,Tây - Nam,1,7.55,0.090909091,0.8,2.75,7.585956716
39,Phường Hoàng Liệt,1,6,7,4,4,4,Tây - Nam,1,7.8,0.102564103,0.8,0.857142857,7.585956716
40,Phường Vĩnh Hưng,5,10,4,5,4,4,Tây - Nam,1,5.3,0.1,0.8,2.5,5.29206257
52,Phường Thanh Xuân Bắc,4,13,4,5,6,4,Đông - Nam,1,13.8,0.115384615,0.571428571,3.25,6.758470918
48,Phường Thanh Xuân Bắc,3,12,4,5,3,4,Đông,1,9.2,0.0625,1,3,6.758470918
70,Phường Hoàng Liệt,4,17,4,7,5,5,Tây - Bắc,1,12.9,0.071428571,0.833333333,4.25,7.585956716
52,Phường Hoàng Liệt,5,13,4,6,10,10,Nam,1,12.9,0.192307692,0.909090909,3.25,7.585956716
65,Phường Vĩnh Hưng,9,9,8,12,2,1,Đông,1,3.55,0.030769231,0.333333333,1.125,5.29206257
35,Phường Khương Mai,3,7,5,3,2,2,Đông,1,4.1,0.057142857,0.666666667,1.4,4.377066188
34,Xã Hoài Đức,3,8.5,4,5,7,7,Không xác định,1,6.55,0.205882353,0.875,2.125,15.66556736
34,Phường Từ Liêm,4,8.5,4,5,3,3,Không xác định,1,8.8,0.088235294,0.75,2.125,8.565436306
35,Phường Từ Liêm,4,7,5,5,3,3,Không xác định,1,6.85,0.085714286,0.75,1.4,8.565436306
45,Phường Từ Liêm,3,9,5,5,6,6,Không xác định,1,8.25,0.133333333,0.857142857,1.8,8.565436306
50,Phường Từ Liêm,4.2,10,5,1,1,1,Nam,1,5,0.02,0.5,2,8.565436306
34,Phường Từ Liêm,3,8.5,4,5,4,4,Không xác định,1,6.2,0.117647059,0.8,2.125,8.565436306
35,Phường Từ Liêm,3,11,3.3,5,3,3,Không xác định,1,6.5,0.085714286,0.75,3.333333333,8.565436306
52,Phường Từ Liêm,4,7.4,7,5,3,3,Không xác định,1,8,0.057692308,0.75,1.057142857,8.565436306
38,Phường Từ Liêm,3,9,4,4,4,4,Không xác định,1,7,0.105263158,0.8,2.25,8.565436306
35,Phường Từ Liêm,4,8.5,4,4,3,2,Không xác định,1,6.35,0.085714286,0.5,2.125,8.565436306
48,Phường Xuân Phương,3,12,4,2,2,2,Nam,1,6,0.041666667,0.666666667,3,11.12421954
60,Phường Long Biên,3,10,6,4,4,3,Không xác định,1,13.5,0.066666667,0.6,1.666666667,4.5646539
30,Phường Phúc Lợi,5,8,4,5,3,3,Bắc,1,5.1,0.1,0.75,2,7.026701084
32,Phường Phúc Lợi,5,4,8,5,3,2,Tây - Bắc,1,5.3,0.09375,0.5,0.5,7.026701084
60,Phường Long Biên,5,15,4,4,4,3,Không xác định,1,13.5,0.066666667,0.6,3.75,4.5646539
30,Phường Phúc Lợi,3,8,4,5,3,3,Bắc,1,5.1,0.1,0.75,2,7.026701084
32,Phường Phúc Lợi,3,4,7,5,3,3,Tây - Bắc,1,5.3,0.09375,0.75,0.571428571,7.026701084
35,Phường Kim Liên,3,7,5,5,5,5,Không xác định,1,8,0.142857143,0.833333333,1.4,3.338044524
85,Phường Phú Diễn,3,11,9,3,4,2,Tây - Bắc,1,15,0.047058824,0.4,1.222222222,9.26253402
42,Phường Định Công,35,10,4,5,4,4,Không xác định,1,14,0.095238095,0.8,2.5,6.375509361
47,Phường Vĩnh Tuy,3,5,9,5,6,4,Không xác định,1,15.5,0.127659574,0.571428571,0.555555556,3.782375797
31,Phường Tương Mai,3,8,4,6,4,4,Không xác định,1,7.68,0.129032258,0.8,2,4.330345452
30.4,Phường Xuân Canh,3,7,4,5,3,4,Tây,1,6.4,0.098684211,1,1.75,6.133357312
46,Phường Phú Diễn,6,11.3,4.5,4,3,3,Không xác định,1,11.3,0.065217391,0.75,2.511111111,9.26253402
38,Phường Phú Diễn,4,6.2,6,6,10,6,Nam,1,11.1,0.263157895,0.545454545,1.033333333,9.26253402
33,Phường Ba Đình,4,11,3,5,3,3,Không xác định,1,10.5,0.090909091,0.75,3.666666667,1.773211203
82,Phường Phú Diễn,4,16,5,4,4,3,Không xác định,1,12.3,0.048780488,0.6,3.2,9.26253402
50,Phường Cầu Giấy,4,10,5,7,5,5,Không xác định,1,18.9,0.1,0.833333333,2,6.679736934
64,Phường Nghĩa Đô,4,8,6,4,8,8,Không xác định,1,14.87,0.125,0.888888889,1.333333333,6.283822574
90,Phường Nghĩa Đô,7,13,8,6,13,13,Đông - Nam,0,23,0.144444444,0.928571429,1.625,6.283822574
61,Phường Long Biên,10,6,10,4,3,3,Không xác định,1,15,0.049180328,0.75,0.6,4.5646539
34,Phường Khương Đình,6,9,4,1,1,1,Đông - Bắc,1,1.8,0.029411765,0.5,2.25,5.762403336
28,Xã Hoài Đức,4,7,4,5,3,3,Không xác định,1,4.8,0.107142857,0.75,1.75,15.66556736
51,Phường Từ Liêm,5,10,5,3,3,2,Không xác định,1,5.6,0.058823529,0.5,2,8.565436306
35,Phường Từ Liêm,6,7,5,5,3,3,Không xác định,1,6.75,0.085714286,0.75,1.4,8.565436306
42,Phường Từ Liêm,4,7,6,5,4,4,Không xác định,1,9.5,0.095238095,0.8,1.166666667,8.565436306
34,Xã Hoài Đức,4,8,4,5,3,3,Không xác định,1,5.35,0.088235294,0.75,2,15.66556736
35,Phường Từ Liêm,3,7,5,5,3,3,Không xác định,1,6.5,0.085714286,0.75,1.4,8.565436306
52,Phường Từ Liêm,4,10,5,5,3,3,Không xác định,1,6.2,0.057692308,0.75,2,8.565436306
38,Phường Từ Liêm,3,6,6,4,4,4,Không xác định,1,5.9,0.105263158,0.8,1,8.565436306
35,Phường Từ Liêm,4,7,5,5,3,3,Không xác định,1,6.35,0.085714286,0.75,1.4,8.565436306
34,Phường Từ Liêm,4,8,4.2,5,3,3,Không xác định,1,5.6,0.088235294,0.75,1.904761905,8.565436306
110,Phường Nghĩa Đô,15,15,7,4,4,4,Không xác định,1,35,0.036363636,0.8,2.142857143,6.283822574
100,Phường Nghĩa Đô,25,15,7,8,8,8,Không xác định,1,66.5,0.08,0.888888889,2.142857143,6.283822574
75,Phường Kiến Hưng,18,4.7,16,2,2,4,Không xác định,1,20.7,0.026666667,1.333333333,0.29375,11.10295781
76,Phường Kiến Hưng,18,17,5,4,4,4,Không xác định,1,18.3,0.052631579,0.8,3.4,11.10295781
70,Phường Kiến Hưng,8,5.4,13,4,6,6,Không xác định,1,21,0.085714286,0.857142857,0.415384615,11.10295781
78,Phường Kiến Hưng,3,13,6,5,6,5,Không xác định,1,10,0.076923077,0.714285714,2.166666667,11.10295781
310,Phường Dương Nội,15,31,10,5,4,4,Không xác định,1,88,0.012903226,0.8,3.1,12.33048285
125,Phường Đống Đa,20,15.6,8,4,4,3,Không xác định,1,43.5,0.032,0.6,1.95,4
180,Phường Hà Đông,15,12,15,4,6,4,Không xác định,1,56,0.033333333,0.571428571,0.8,6.117321538
200,Phường Hà Đông,15,20,10,3,6,4,Không xác định,1,56,0.03,0.571428571,2,9.817604937
104,Phường Dương Nội,20,11.6,9,5,4,4,Không xác định,1,26.9,0.038461538,0.8,1.288888889,12.33048285
50,Phường Đống Đa,10,12.5,4,7,6,6,Không xác định,1,16.8,0.12,0.857142857,3.125,3.3
45,Phường Dương Nội,3,11.2,4,5,6,4,Không xác định,1,10.6,0.133333333,0.571428571,2.8,12.33048285
35,Phường Dương Nội,6,8.8,4,4,3,3,Không xác định,1,15,0.085714286,0.75,2.2,12.33048285
39,Phường Đống Đa,3,12,3,5,7,7,Không xác định,1,10.2,0.179487179,0.875,4,3.71664712
80,Phường Dương Nội,10,13.3,6,8,6,7,Không xác định,1,23,0.075,1,2.216666667,12.33048285
26,Phường Kiến Hưng,3,8,3,4,3,3,Nam,1,6.5,0.115384615,0.75,2.666666667,11.10295781
33,Phường Dương Nội,3,11,3,5,5,5,Không xác định,1,5.2,0.151515152,0.833333333,3.666666667,12.33048285
80,Phường Dương Nội,6,20,4,4,4,3,Không xác định,0,10.6,0.05,0.6,5,12.33048285
47,Phường Kiến Hưng,6,9.4,5,3,3,2,Không xác định,1,6.1,0.063829787,0.5,1.88,11.10295781
39,Phường Dương Nội,3,10,4,5,4,4,Không xác định,1,7.2,0.102564103,0.8,2.5,12.33048285
61,Phường Đống Đa,10,122,5,4,5,4,Không xác định,1,20,0.081967213,0.666666667,24.4,4.2
62,Phường Dương Nội,18,12.4,5,5,2,4,Không xác định,1,12.8,0.032258065,1.333333333,2.48,12.33048285
58,Phường Đống Đa,5,7.2,8,7,14,14,Không xác định,1,14.2,0.24137931,0.933333333,0.9,4.5
74,Phường Dương Nội,5,15,5,7,11,11,Không xác định,1,19.3,0.148648649,0.916666667,3,12.33048285
90,Phường Dương Nội,4,15,6,4,4,4,Không xác định,1,24,0.044444444,0.8,2.5,12.33048285
46,Phường Đống Đa,3,9,5,3,3,3,Không xác định,1,9.8,0.065217391,0.75,1.8,3
52,Phường Dương Nội,2,12,4,3,3,3,Không xác định,1,8,0.057692308,0.75,3,12.33048285
65,Phường Dương Nội,15,16.2,4,5,3,4,Không xác định,1,31,0.046153846,1,4.05,12.33048285
150,Phường Dương Nội,8,18.8,8,4,6,6,Không xác định,1,56,0.04,0.857142857,2.35,12.33048285
135,Phường Dương Nội,15,6.4,21,5,3,5,Không xác định,1,36,0.022222222,1.25,0.304761905,12.33048285
83,Phường Dương Nội,12,5.5,15,7,4,6,Không xác định,1,23.7,0.048192771,1.2,0.366666667,12.33048285
65,Phường Kiến Hưng,20,9.3,7,7,6,6,Không xác định,1,28.5,0.092307692,0.857142857,1.328571429,11.10295781
60,Phường Dương Nội,6,12,5,3,3,3,Không xác định,1,9.2,0.05,0.75,2.4,12.33048285
170,Phường Đống Đa,25,17,10,3,4,4,Không xác định,1,39.9,0.023529412,0.8,1.7,2.9
63,Phường Đống Đa,5,9,7,6,4,4,Không xác định,0,17.8,0.063492063,0.8,1.285714286,3.1
30,Phường Dương Nội,7,7.5,4,5,3,4,Không xác định,1,8.5,0.1,1,1.875,12.33048285
70,Phường Kiến Hưng,18,14,5,3,3,3,Không xác định,1,20.5,0.042857143,0.75,2.8,11.10295781
78,Phường Kiến Hưng,2,15,5,4,4,4,Đông - Nam,1,23,0.051282051,0.8,3,11.10295781
63,Phường Đống Đa,4,15,4,4,4,3,Bắc,1,13.7,0.063492063,0.6,3.75,3
57,Phường Kiến Hưng,5,12,5,4,4,4,Không xác định,1,9.89,0.070175439,0.8,2.4,11.10295781
51,Phường Kiến Hưng,4,12.8,4,6,11,6,Không xác định,1,14.8,0.215686275,0.5,3.2,11.10295781
45,Phường Đống Đa,3,11.2,4,5,6,5,Không xác định,1,12.5,0.133333333,0.714285714,2.8,3.2
70,Phường Kiến Hưng,3,14,5,5,5,4,Không xác định,1,19.5,0.071428571,0.666666667,2.8,11.10295781
65,Phường Kiến Hưng,15,13,5,5,4,4,Không xác định,1,20.8,0.061538462,0.8,2.6,11.10295781
