area,address,street_in_front_of_house,width,height,floor_number,bedroom_number,bathroom_number,direction,law,price,room_density,bath_per_bed,wide_ratio,distance_center
55,Phường Tương Mai,3,13.8,4,4,4,3,Không xác định,1,11.5,0.072727273,0.6,3.45,4.110469489
64,Phường Lĩnh Nam,3,16,4,7,12,12,Không xác định,1,18.9,0.1875,0.923076923,4,6.442631803
50,Phường Tương Mai,3,10,5,7,9,9,Không xác định,1,13.5,0.18,0.9,2,2.858527685
75,Phường Vĩnh Tuy,6,15,5,4,6,3,Không xác định,1,21.3,0.08,0.428571429,3,1.088748133
51,Phường Bạch Mai,4,17,3,5,6,4,Không xác định,1,13.2,0.117647059,0.571428571,5.666666667,3.65294502
35,Phường Kiến Hưng,2,11.6,3,4,4,4,Không xác định,1,6.35,0.114285714,0.8,3.866666667,12.05320898
35,Phường Kiến Hưng,3,8.5,4,4,4,4,Không xác định,1,4.85,0.114285714,0.8,2.125,15.78100557
35,Phường Kiến Hưng,4,8.5,4,5,4,3,Không xác định,1,8,0.114285714,0.6,2.125,9.567234625
34.6,Xã Bình Minh,2,11.6,3,4,4,4,Không xác định,1,4.75,0.115606936,0.8,3.866666667,16.98455559
25,Phường Hoàng Mai,6,6.25,4,5,3,4,Không xác định,1,8.5,0.12,1,1.5625,4.995774858
46,Phường Cầu Diễn,4.5,7,8.4,4,3,4,Không xác định,1,11.3,0.065217391,1,0.833333333,8.823005987
175,Phường Việt Hưng,8,9,19,3,4,2,Tây - Bắc,1,46,0.022857143,0.4,0.473684211,6.687580578
110,Phường Việt Hưng,15,6,18,6,4,4,Tây - Bắc,1,33,0.036363636,0.8,0.333333333,6.889216173
40,Phường Tương Mai,4,8,5,5,4,4,Không xác định,1,9.9,0.1,0.8,1.6,3.134175717
32,Phường Nghĩa Đô,4,8,4,5,5,4,Bắc,1,9.86,0.15625,0.666666667,2,4.162655357
40,Phường Hai Bà Trưng,4,8,5,5,4,4,Đông,1,7.45,0.1,0.8,1.6,1.671709263
34,Phường Từ Liêm,3,8,4.2,5,3,3,Không xác định,1,5.6,0.088235294,0.75,1.904761905,10.91124675
50,Phường Yên Sở,5,12,4,5,6,4,Nam,1,10.2,0.12,0.571428571,3,6.400574536
44,Phường Hoàng Liệt,5,11,4,5,4,4,Đông,1,9,0.090909091,0.8,2.75,6.222517594
70,Phường Vĩnh Hưng,4,14,5,5,5,4,Nam,1,7.5,0.071428571,0.666666667,2.8,14.05188875
40,Phường Hoàng Liệt,4,10,4,6,4,4,Đông,1,8.9,0.1,0.8,2.5,6.107399741
48,Phường Yên Sở,4,2,4,4,4,3,Đông,1,9.5,0.083333333,0.6,0.5,6.199856822
48,Phường Hoàng Liệt,3,12,4,6,4,4,Đông,1,9.2,0.083333333,0.8,3,6.62921791
88,Phường Yên Sở,8,11,8,9,2,2,Đông - Bắc,1,5.15,0.022727273,0.666666667,1.375,13.79522386
56,Phường Vĩnh Hưng,4,14,4,5,4,4,Nam,1,9.6,0.071428571,0.8,3.5,5.452730299
90,Phường Hoàng Liệt,4,18,5,7,23,23,Đông,1,19.8,0.255555556,0.958333333,3.6,8.690292733
48,Phường Hoàng Liệt,5,7,7,4,3,3,Đông,1,6.2,0.0625,0.75,1,9.836903996
30,Phường Hoàng Liệt,4,8,4,5,3,3,Đông,1,4.5,0.1,0.75,2,10.94478624
44,Phường Hoàng Liệt,3,12,4,4,4,3,Bắc,1,7.5,0.090909091,0.6,3,7.467021113
33,Phường Yên Sở,3,9,4,5,3,4,Đông,1,5.85,0.090909091,1,2.25,10.74778573
41,Phường Hoàng Liệt,3,11,4,4,3,3,Đông - Nam,1,5.5,0.073170732,0.75,2.75,11.05006011
33,Phường Hoàng Liệt,3,11,35,5,3,3,Nam,1,6.99,0.090909091,0.75,0.314285714,9.314135395
75,Phường Hoàng Liệt,4,8,9,9,3,2,Tây,1,4.35,0.04,0.5,0.888888889,10.69211089
40,Phường Hoàng Liệt,3,8,5,5,5,4,Nam,1,7,0.125,0.666666667,1.6,7.765122528
81,Phường Hoàng Liệt,8,9,9,5,3,2,Đông,1,3.75,0.037037037,0.5,1,7.585956716
45,Phường Yên Sở,4,4,1,4,4,3,Đông,1,8.1,0.088888889,0.6,4,7.843189483
35,Phường Hoàng Liệt,3,9,1,5,5,3,Tây - Nam,1,6.35,0.142857143,0.5,9,8.235203912
75,Phường Hoàng Liệt,6,8.3,9,5,3,2,Tây - Nam,1,3.75,0.04,0.5,0.922222222,12.40284863
30,Phường Vĩnh Hưng,4,9,35,4,3,2,Tây,1,5.65,0.1,0.5,0.257142857,6.081153413
55,Phường Định Công,3,15,35,5,3,3,Bắc,1,8.3,0.054545455,0.75,0.428571429,8.38500877
65,Phường Hoàng Liệt,8,8,9,7,2,1,Đông,1,3.3,0.030769231,0.333333333,0.888888889,16.54540247
40,Phường Hoàng Liệt,3,10,4,5,6,4,Nam,1,5.4,0.15,0.571428571,2.5,10.06589957
27,Phường Vĩnh Hưng,0,7,4,5,3,3,Nam,1,4.3,0.111111111,0.75,1.75,8.077863183
46,Phường Hoàng Liệt,4,13,4,5,6,6,Đông,1,8,0.130434783,0.857142857,3.25,8
46,Phường Hoàng Liệt,4,13,4,4,5,3,Tây - Nam,1,7.95,0.108695652,0.5,3.25,10.0983059
53,Phường Hoàng Liệt,4,15,4,4,4,3,Đông,1,6.95,0.075471698,0.6,3.75,9.187835649
50,Phường Thanh Xuân,3,15,4,5,6,4,Nam,1,8.1,0.12,0.571428571,3.75,6.548646713
66,Phường Hoàng Liệt,4,13,4,4,4,3,Đông - Nam,1,10.2,0.060606061,0.6,3.25,8.917927833
40,Phường Định Công,3,14,4,5,6,4,Tây - Nam,1,6.95,0.15,0.571428571,3.5,6.573036982
35,Phường Hoàng Liệt,3,10,35,5,3,3,Đông - Bắc,1,5.65,0.085714286,0.75,0.285714286,9.255494662
38,Phường Hoàng Liệt,3,13,4,4,3,3,Đông - Bắc,1,7.6,0.078947368,0.75,3.25,7.217292461
49,Phường Hoàng Liệt,3,14,4,7,4,5,Đông,1,9.9,0.081632653,1,3.5,8.119642113
65,Phường Hoàng Liệt,3,13,5,5,5,4,Đông - Nam,1,5.75,0.076923077,0.666666667,2.6,9.495622289
45,Phường Hoàng Liệt,3,13,4,5,4,3,Đông - Bắc,1,9.8,0.088888889,0.6,3.25,6.712688701
40,Phường Vĩnh Hưng,4,14,4,4,4,3,Đông,1,5.6,0.1,0.6,3.5,6.771313728
40,Phường Hoàng Liệt,3,14,4,6,6,6,Nam,1,7.79,0.15,0.857142857,3.5,6.977645404
40,Phường Vĩnh Hưng,5,8,5,5,4,4,Tây - Bắc,1,6.7,0.1,0.8,1.6,5.659605504
48,Phường Hoàng Liệt,0,12,4,5,4,4,Tây - Nam,1,7.95,0.083333333,0.8,3,7.67154777
40,Phường Hoàng Liệt,5,15,4,5,4,4,Tây,1,9.3,0.1,0.8,3.75,5.844715881
46,Phường Định Công,4,14,4,6,6,4,Đông,1,6.35,0.130434783,0.571428571,3.5,10.62542849
35,Phường Hoàng Liệt,4,14,4,5,4,3,Nam,1,6.7,0.114285714,0.6,3.5,7.805006692
42,Phường Khương Mai,5,13,4,5,5,3,Tây - Nam,1,10.9,0.119047619,0.5,3.25,3.979334527
41,Phường Hoàng Liệt,4,10,4,5,4,3,Đông,1,7.98,0.097560976,0.6,2.5,7.615956217
32,Phường Định Công,3,8,4,5,3,3,Đông,1,5.6,0.09375,0.75,2,7.436187246
40,Phường Vĩnh Hưng,3,10,4,4,4,3,Đông,1,6.9,0.1,0.6,2.5,5.495558968
38,Phường Thanh Xuân Nam,3,11,4,4,4,3,Đông - Nam,1,5.6,0.105263158,0.6,2.75,9.151533584
36,Phường Hoàng Liệt,3,9,5,5,3,4,Đông,1,6.1,0.083333333,1,1.8,9.973792667
46,Phường Thanh Xuân Nam,3,11,4,5,3,4,Đông,1,9.3,0.065217391,1,2.75,8.06541485
40,Phường Hoàng Liệt,4,12,4,4,3,3,Đông,1,6.5,0.075,0.75,3,8.362439645
55,Phường Thanh Xuân,3,7,8,5,11,5,Tây - Bắc,1,8.8,0.2,0.416666667,0.875,7.38358037
46,Phường Thanh Xuân Nam,3,12,4,4,5,4,Nam,1,7.85,0.108695652,0.666666667,3,9.555204854
40,Phường Hoàng Liệt,1,10,4,1,1,1,Đông,1,6.45,0.025,0.5,2.5,8.427264759
36,Phường Hoàng Liệt,4,1,4,5,6,4,Đông,1,8.3,0.166666667,0.571428571,0.25,7.33013678
40,Phường Vĩnh Hưng,4,10,4,5,3,3,Tây - Bắc,1,10.8,0.075,0.75,2.5,3.511051563
38,Phường Hoàng Liệt,4,12,4,4,4,3,Đông,1,7.35,0.105263158,0.6,3,7.4627786
56,Phường Định Công,4,16,4,5,4,4,Đông,1,9.7,0.071428571,0.8,4,6.501348301
56,Phường Thượng Đình,4,9,6,4,3,2,Đông,1,11.2,0.053571429,0.5,1.5,4.403274158
45,Phường Định Công,4,11,4,4,4,3,Đông,1,7.95,0.088888889,0.6,2.75,6.954405047
35,Phường Hoàng Liệt,4,9,4,4,4,3,Đông,1,5.6,0.114285714,0.6,2.25,9.338133007
54,Phường Khương Mai,4,10,5,4,3,3,Đông,1,7.5,0.055555556,0.75,2,5.387090707
50,Phường Hoàng Liệt,3,14,4,5,7,4,Đông,1,7.9,0.14,0.5,3.5,8.557302742
48,Phường Thanh Xuân Bắc,4,14,4,5,3,3,Đông - Nam,1,7.5,0.0625,0.75,3.5,7.244809127
45,Phường Hoàng Liệt,6,10,5,6,4,4,Nam,1,8.85,0.088888889,0.8,2,7.433259805
48,Phường Hoàng Liệt,5,12,4,5,4,3,Bắc,1,7.9,0.083333333,0.6,3,7.72010187
50,Phường Hoàng Liệt,4,14,4,5,4,4,Đông,1,7.85,0.08,0.8,3.5,8.611807855
50,Phường Vĩnh Hưng,6,12,4,5,4,3,Đông - Nam,1,8.8,0.08,0.6,3,5.359150161
40,Phường Thượng Đình,4,9,5,5,4,3,Tây,1,6.85,0.1,0.6,1.8,5.215295135
40,Phường Hoàng Liệt,3,11,4,5,4,3,Tây,1,6.5,0.1,0.6,2.75,8.362439645
59,Phường Hoàng Liệt,4,12,5,5,4,4,Đông,1,7.9,0.06779661,0.8,2.4,7.585956716
44,Phường Định Công,4,9,6,5,5,4,Đông,1,6.1,0.113636364,0.666666667,1.5,7.715842163
39,Phường Vĩnh Hưng,4,10,4,6,5,4,Đông,1,9,0.128205128,0.666666667,2.5,9
38,Phường Hoàng Liệt,4,9,4,5,4,4,Tây,1,6.99,0.105263158,0.8,2.25,7.847127712
45,Phường Thanh Xuân Trung,4,11,4,6,5,5,Đông - Nam,1,9.9,0.111111111,0.833333333,2.75,5.424632584
47,Phường Hoàng Liệt,3,11,4,6,5,4,Tây - Nam,0,7.55,0.106382979,0.666666667,2.75,8.312263664
44,Phường Hoàng Liệt,10,11,4,3,4,3,Đông,1,5.8,0.090909091,0.6,2.75,9.65563075
45,Phường Thanh Xuân Trung,5,11,4,5,3,3,Đông,1,7.6,0.066666667,0.75,2.75,7.066297708
36,Phường Hoàng Liệt,3,9,4,4,4,3,Đông,1,5.8,0.111111111,0.6,2.25,10.48967849
39,Phường Định Công,5,10,4,5,4,4,Đông,1,6.6,0.102564103,0.8,2.5,7.71818173
42,Phường Thượng Đình,6,12,4,5,4,4,Tây,1,10.9,0.095238095,0.8,3,4.532739969
44,Phường Hoàng Liệt,4,11,4,4,4,4,Tây - Nam,1,7.9,0.090909091,0.8,2.75,7.088944095
44,Phường Định Công,5,7,6.3,5,4,4,Đông - Nam,1,10.2,0.090909091,0.8,1.111111111,4.614376196
55,Phường Định Công,4,15,4,4,4,3,Đông - Nam,1,8.4,0.072727273,0.6,3.75,8.285187237
45,Phường Hoàng Liệt,5,11,4,5,9,5,Tây - Bắc,1,8.6,0.2,0.5,2.75,7.649342938
56,Phường Hoàng Liệt,4,14,4,5,9,9,Bắc,1,12.5,0.160714286,0.9,3.5,6.002893347
50,Phường Hoàng Liệt,0,13,4,9,9,9,Bắc,1,16,0.18,0.9,3.25,4.225168229
48,Phường Thanh Xuân Trung,4,12,4,4,4,3,Đông,1,7.8,0.083333333,0.6,3,6.38320011
65,Phường Vĩnh Hưng,4,16,4,5,4,4,Tây,1,12,0.061538462,0.8,4,3.174129489
35,Phường Hoàng Mai,3,7,5,5,3,3,Đông,1,6.9,0.085714286,0.75,1.4,6.032621881
40,Phường Hoàng Liệt,3,10,4,5,3,3,Đông,1,8.9,0.075,0.75,2.5,6.107399741
30,Phường Hoàng Mai,3,9,4,4,3,3,Bắc,1,4.7,0.1,0.75,2.25,8.341209957
30,Phường Hoàng Liệt,4,8,4,4,3,3,Đông - Bắc,1,5.9,0.1,0.75,2,8.347718318
40,Phường Vĩnh Hưng,4,10,4,4,3,3,Nam,1,7.7,0.075,0.75,2.5,4.924591802
38,Phường Hoàng Liệt,4,9,4,4,5,3,Bắc,1,6.98,0.131578947,0.5,2.25,7.858370015
44,Phường Hoàng Mai,4,11,4,5,3,3,Đông,1,6.7,0.068181818,0.75,2.75,6.653358934
40,Phường Hoàng Liệt,4,10,4,5,6,4,Đông,1,6.4,0.15,0.571428571,2.5,8.493102765
40,Phường Thanh Xuân Bắc,3,10,4,5,3,3,Tây - Bắc,1,5.1,0.075,0.75,2.5,9.495421896
44,Phường Hoàng Liệt,4,11,4,4,4,4,Tây - Nam,1,7.55,0.090909091,0.8,2.75,7.417570642
39,Phường Hoàng Liệt,1,6,7,4,4,4,Tây - Nam,1,7.8,0.102564103,0.8,0.857142857,7.770693969
40,Phường Vĩnh Hưng,5,10,4,5,4,4,Tây - Nam,1,5.3,0.1,0.8,2.5,7.154595637
52,Phường Thanh Xuân Bắc,4,13,4,5,6,4,Đông - Nam,1,13.8,0.115384615,0.571428571,3.25,6.332221132
48,Phường Thanh Xuân Bắc,3,12,4,5,3,4,Đông,1,9.2,0.0625,1,3,5.906094397
70,Phường Hoàng Liệt,4,17,4,7,5,5,Tây - Bắc,1,12.9,0.071428571,0.833333333,4.25,11.71093704
52,Phường Hoàng Liệt,5,13,4,6,10,10,Nam,1,12.9,0.192307692,0.909090909,3.25,7.603391621
65,Phường Vĩnh Hưng,9,9,8,12,2,1,Đông,1,3.55,0.030769231,0.333333333,1.125,10.72945179
35,Phường Khương Mai,3,7,5,3,2,2,Đông,1,4.1,0.057142857,0.666666667,1.4,7.359307999
34,Xã Hoài Đức,3,8.5,4,5,7,7,Không xác định,1,6.55,0.205882353,0.875,2.125,17.06152091
34,Phường Từ Liêm,4,8.5,4,5,3,3,Không xác định,1,8.8,0.088235294,0.75,2.125,6.94352066
35,Phường Từ Liêm,4,7,5,5,3,3,Không xác định,1,6.85,0.085714286,0.75,1.4,8.619789109
45,Phường Từ Liêm,3,9,5,5,6,6,Không xác định,1,8.25,0.133333333,0.857142857,1.8,9.003425268
50,Phường Từ Liêm,4.2,10,5,1,1,1,Nam,1,5,0.02,0.5,2,15.26627613
34,Phường Từ Liêm,3,8.5,4,5,4,4,Không xác định,1,6.2,0.117647059,0.8,2.125,9.855319647
35,Phường Từ Liêm,3,11,3.3,5,3,3,Không xác định,1,6.5,0.085714286,0.75,3.333333333,9.0839316
52,Phường Từ Liêm,4,7.4,7,5,3,3,Không xác định,1,8,0.057692308,0.75,1.057142857,13.84350981
38,Phường Từ Liêm,3,9,4,4,4,4,Không xác định,1,7,0.105263158,0.8,2.25,8.847671429
35,Phường Từ Liêm,4,8.5,4,4,3,2,Không xác định,1,6.35,0.085714286,0.5,2.125,9.298512661
48,Phường Xuân Phương,3,12,4,2,2,2,Nam,1,6,0.041666667,0.666666667,3,14.90589518
60,Phường Long Biên,3,10,6,4,4,3,Không xác định,1,13.5,0.066666667,0.6,1.666666667,4.671187978
30,Phường Phúc Lợi,5,8,4,5,3,3,Bắc,1,5.1,0.1,0.75,2,8.94521411
32,Phường Phúc Lợi,5,4,8,5,3,2,Tây - Bắc,1,5.3,0.09375,0.5,0.5,8.659624603
60,Phường Long Biên,5,15,4,4,4,3,Không xác định,1,13.5,0.066666667,0.6,3.75,4.671187978
30,Phường Phúc Lợi,3,8,4,5,3,3,Bắc,1,5.1,0.1,0.75,2,8.94521411
32,Phường Phúc Lợi,3,4,7,5,3,3,Tây - Bắc,1,5.3,0.09375,0.75,0.571428571,8.659624603
35,Phường Kim Liên,3,7,5,5,5,5,Không xác định,1,8,0.142857143,0.833333333,1.4,2.876337612
85,Phường Phú Diễn,3,11,9,3,4,2,Tây - Bắc,1,15,0.047058824,0.4,1.222222222,9.26253402
42,Phường Định Công,35,10,4,5,4,4,Không xác định,1,14,0.095238095,0.8,2.5,4.512743884
47,Phường Vĩnh Tuy,3,5,9,5,6,4,Không xác định,1,15.5,0.127659574,0.571428571,0.555555556,2.01877947
31,Phường Tương Mai,3,8,4,6,4,4,Không xác định,1,7.68,0.129032258,0.8,2,3.96123813
30.4,Phường Xuân Canh,3,7,4,5,3,4,Tây,1,6.4,0.098684211,1,1.75,6.133357312
46,Phường Phú Diễn,6,11.3,4.5,4,3,3,Không xác định,1,11.3,0.065217391,0.75,2.511111111,8.674743917
38,Phường Phú Diễn,4,6.2,6,6,10,6,Nam,1,11.1,0.263157895,0.545454545,1.033333333,6.033709177
33,Phường Ba Đình,4,11,3,5,3,3,Không xác định,1,10.5,0.090909091,0.75,3.666666667,1.449374211
82,Phường Phú Diễn,4,16,5,4,4,3,Không xác định,1,12.3,0.048780488,0.6,3.2,6.947373537
50,Phường Cầu Giấy,4,10,5,7,5,5,Không xác định,1,18.9,0.1,0.833333333,2,3.149569402
64,Phường Nghĩa Đô,4,8,6,4,8,8,Không xác định,1,14.87,0.125,0.888888889,1.333333333,7.131050203
90,Phường Nghĩa Đô,7,13,8,6,13,13,Đông - Nam,0,23,0.144444444,0.928571429,1.625,6.197054476
61,Phường Long Biên,10,6,10,4,3,3,Không xác định,1,15,0.049180328,0.75,0.6,4.545386014
34,Phường Khương Đình,6,9,4,1,1,1,Đông - Bắc,1,1.8,0.029411765,0.5,2.25,22.83726347
28,Xã Hoài Đức,4,7,4,5,3,3,Không xác định,1,4.8,0.107142857,0.75,1.75,15.66556736
51,Phường Từ Liêm,5,10,5,3,3,2,Không xác định,1,5.6,0.058823529,0.5,2,23.12452591
35,Phường Từ Liêm,6,7,5,5,3,3,Không xác định,1,6.75,0.085714286,0.75,1.4,8.747489689
42,Phường Từ Liêm,4,7,6,5,4,4,Không xác định,1,9.5,0.095238095,0.8,1.166666667,8.934694734
34,Xã Hoài Đức,4,8,4,5,3,3,Không xác định,1,5.35,0.088235294,0.75,2,20.8884041
35,Phường Từ Liêm,3,7,5,5,3,3,Không xác định,1,6.5,0.085714286,0.75,1.4,9.0839316
52,Phường Từ Liêm,4,10,5,5,3,3,Không xác định,1,6.2,0.057692308,0.75,2,17.8625933
38,Phường Từ Liêm,3,6,6,4,4,4,Không xác định,1,5.9,0.105263158,0.8,1,10.49723729
35,Phường Từ Liêm,4,7,5,5,3,3,Không xác định,1,6.35,0.085714286,0.75,1.4,9.298512661
34,Phường Từ Liêm,4,8,4.2,5,3,3,Không xác định,1,5.6,0.088235294,0.75,1.904761905,10.91124675
110,Phường Nghĩa Đô,15,15,7,4,4,4,Không xác định,1,35,0.036363636,0.8,2.142857143,6.103382586
100,Phường Nghĩa Đô,25,15,7,8,8,8,Không xác định,1,66.5,0.08,0.888888889,2.142857143,6.283822574
75,Phường Kiến Hưng,18,4.7,16,2,2,4,Không xác định,1,20.7,0.026666667,1.333333333,0.29375,3.288597292
76,Phường Kiến Hưng,18,17,5,4,4,4,Không xác định,1,18.3,0.052631579,0.8,3.4,11.10295781
70,Phường Kiến Hưng,8,5.4,13,4,6,6,Không xác định,1,21,0.085714286,0.857142857,0.415384615,10.52907916
78,Phường Kiến Hưng,3,13,6,5,6,5,Không xác định,1,10,0.076923077,0.714285714,2.166666667,17.63082748
310,Phường Dương Nội,15,31,10,5,4,4,Không xác định,1,88,0.012903226,0.8,3.1,12.33048285
125,Phường Đống Đa,20,15.6,8,4,4,3,Không xác định,1,43.5,0.032,0.6,1.95,4
180,Phường Hà Đông,15,12,15,4,6,4,Không xác định,1,56,0.033333333,0.571428571,0.8,6.117321538
200,Phường Hà Đông,15,20,10,3,6,4,Không xác định,1,56,0.03,0.571428571,2,9.817604937
104,Phường Dương Nội,20,11.6,9,5,4,4,Không xác định,1,26.9,0.038461538,0.8,1.288888889,12.33048285
50,Phường Đống Đa,10,12.5,4,7,6,6,Không xác định,1,16.8,0.12,0.857142857,3.125,1.750484566
45,Phường Dương Nội,3,11.2,4,5,6,4,Không xác định,1,10.6,0.133333333,0.571428571,2.8,10.0875672
35,Phường Dương Nội,6,8.8,4,4,3,3,Không xác định,1,15,0.085714286,0.75,2.2,5.666652051
39,Phường Đống Đa,3,12,3,5,7,7,Không xác định,1,10.2,0.179487179,0.875,4,2.911355267
80,Phường Dương Nội,10,13.3,6,8,6,7,Không xác định,1,23,0.075,1,2.216666667,11.52874553
26,Phường Kiến Hưng,3,8,3,4,3,3,Nam,1,6.5,0.115384615,0.75,2.666666667,11.61282692
33,Phường Dương Nội,3,11,3,5,5,5,Không xác định,1,5.2,0.151515152,0.833333333,3.666666667,20.35101629
80,Phường Dương Nội,6,20,4,4,4,3,Không xác định,0,10.6,0.05,0.6,5,25.01520257
47,Phường Kiến Hưng,6,9.4,5,3,3,2,Không xác định,1,6.1,0.063829787,0.5,1.88,15.05791205
39,Phường Dương Nội,3,10,4,5,4,4,Không xác định,1,7.2,0.102564103,0.8,2.5,13.68332477
61,Phường Đống Đa,10,122,5,4,5,4,Không xác định,1,20,0.081967213,0.666666667,24.4,3.136703518
62,Phường Dương Nội,18,12.4,5,5,2,4,Không xác định,1,12.8,0.032258065,1.333333333,2.48,12.53524864
58,Phường Đống Đa,5,7.2,8,7,14,14,Không xác định,1,14.2,0.24137931,0.933333333,0.9,4.32673933
74,Phường Dương Nội,5,15,5,7,11,11,Không xác định,1,19.3,0.148648649,0.916666667,3,10.43630083
90,Phường Dương Nội,4,15,6,4,4,4,Không xác định,1,24,0.044444444,0.8,2.5,11.65354554
46,Phường Đống Đa,3,9,5,3,3,3,Không xác định,1,9.8,0.065217391,0.75,1.8,3.239667726
52,Phường Dương Nội,2,12,4,3,3,3,Không xác định,1,8,0.057692308,0.75,3,19.92860074
65,Phường Dương Nội,15,16.2,4,5,3,4,Không xác định,1,31,0.046153846,1,4.05,2.862854691
150,Phường Dương Nội,8,18.8,8,4,6,6,Không xác định,1,56,0.04,0.857142857,2.35,12.33048285
135,Phường Dương Nội,15,6.4,21,5,3,5,Không xác định,1,36,0.022222222,1.25,0.304761905,12.33048285
83,Phường Dương Nội,12,5.5,15,7,4,6,Không xác định,1,23.7,0.048192771,1.2,0.366666667,12.33048285
65,Phường Kiến Hưng,20,9.3,7,7,6,6,Không xác định,1,28.5,0.092307692,0.857142857,1.328571429,2.803978925
60,Phường Dương Nội,6,12,5,3,3,3,Không xác định,1,9.2,0.05,0.75,2.4,18.51592935
170,Phường Đống Đa,25,17,10,3,4,4,Không xác định,1,39.9,0.023529412,0.8,1.7,2.9
63,Phường Đống Đa,5,9,7,6,4,4,Không xác định,0,17.8,0.063492063,0.8,1.285714286,2.436189374
30,Phường Dương Nội,7,7.5,4,5,3,4,Không xác định,1,8.5,0.1,1,1.875,9.418258257
70,Phường Kiến Hưng,18,14,5,3,3,3,Không xác định,1,20.5,0.042857143,0.75,2.8,10.78588597
78,Phường Kiến Hưng,2,15,5,4,4,4,Đông - Nam,1,23,0.051282051,0.8,3,7.665577164
63,Phường Đống Đa,4,15,4,4,4,3,Bắc,1,13.7,0.063492063,0.6,3.75,3.063162528
57,Phường Kiến Hưng,5,12,5,4,4,4,Không xác định,1,9.89,0.070175439,0.8,2.4,12.10267589
51,Phường Kiến Hưng,4,12.8,4,6,11,6,Không xác định,1,14.8,0.215686275,0.5,3.2,11.34196621
45,Phường Đống Đa,3,11.2,4,5,6,5,Không xác định,1,12.5,0.133333333,0.714285714,2.8,2.21999598
70,Phường Kiến Hưng,3,14,5,5,5,4,Không xác định,1,19.5,0.071428571,0.666666667,2.8,11.33900832
65,Phường Kiến Hưng,15,13,5,5,4,4,Không xác định,1,20.8,0.061538462,0.8,2.6,3.841990354
